model,target_type,phase,oxide,rel_error,n,median_abs_effect,mean_abs_effect,p90_abs_effect,p95_abs_effect,max_abs_effect,median_signed_effect,mean_signed_effect,qc_failed_n,clipped_to_zero_n,zero_value_no_effect_n
NP17,P,cpx,TiO2_cpx,0.01,296.0,0.0007360804861633,0.0009674711357359065,0.0013795183398972,0.0017336106277281,0.0154544573978636,1.16654685911044e-09,-2.4251582311488727e-06,0.0,0.0,0.0
NP17,P,liq,Al2O3_liq,0.01,296.0,0.1084471911111562,0.10742655183460831,0.11822805380677565,0.11983364165476383,0.1291453630850849,-0.0001268002432021978,-0.00016597527228706216,0.0,0.0,0.0
NP17,P,liq,Al2O3_liq,0.02,296.0,0.2169576901310672,0.21485347791894055,0.23663680033459,0.23981680751402099,0.2588830029401512,-0.0005072039289739372,-0.0006638783320541896,0.0,0.0,0.0
NP17,P,liq,Al2O3_liq,0.03,296.0,0.3248881083415234,0.32228115004622954,0.3545855216920326,0.35967668348473636,0.3892169867921091,-0.0011412199259499545,-0.0014936408417065622,0.0,0.0,0.0
NP17,P,liq,CaO_liq,0.01,296.0,0.017290036142064452,0.016442090914537792,0.02220429315838875,0.022985321655207974,0.0244521903913863,9.8559263990005e-07,1.5375058870163902e-05,0.0,0.0,0.0
NP17,P,liq,CaO_liq,0.02,296.0,0.0345808488044778,0.03288424949444414,0.044437073774832705,0.0459460109225111,0.0489604675072197,3.942371023449645e-06,6.149983715496936e-05,0.0,0.0,0.0
NP17,P,liq,CaO_liq,0.03,296.0,0.051871916185858,0.0493265434543704,0.066724297045259,0.06888991764124938,0.0735250218063887,8.870336538600171e-06,0.00013837313864965877,0.0,0.0,0.0
NP17,P,liq,FeO_liq,0.01,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP17,P,liq,FeO_liq,0.02,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP17,P,liq,FeO_liq,0.03,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP17,P,liq,K2O_liq,0.01,296.0,0.0238655483750593,0.025558693798100128,0.0397767883077602,0.04228175022322508,0.0517969111717455,1.5543556777050486e-05,4.1397945385886766e-05,0.0,0.0,0.0
NP17,P,liq,K2O_liq,0.02,296.0,0.047712357095076305,0.05111714259938644,0.07957155103491725,0.08441368537649269,0.1037744694958942,6.217426131959955e-05,0.00016559213895102606,0.0,0.0,0.0
NP17,P,liq,K2O_liq,0.03,296.0,0.0716054811485955,0.07667510140466978,0.1193838739077741,0.12641245909367477,0.1559318397827374,0.00013989221627964954,0.0003725836529233039,0.0,0.0,0.0
NP17,P,liq,MgO_liq,0.01,296.0,0.00790933493748145,0.007400611016204919,0.011511258482551402,0.012555091602019574,0.013450703751471,-6.441661851042114e-06,2.2377571464546705e-06,0.0,0.0,0.0
NP17,P,liq,MgO_liq,0.02,296.0,0.01581934801170165,0.014801361028474706,0.0230225083934274,0.0251025877969757,0.026918945303719,-2.577274579174116e-05,8.950109264922997e-06,0.0,0.0,0.0
NP17,P,liq,MgO_liq,0.03,296.0,0.0237376300741498,0.022202302119413774,0.034533770230608246,0.037642515843461205,0.0404047585016833,-5.801155911155931e-05,2.013429654445464e-05,0.0,0.0,0.0
NP17,P,liq,MnO_liq,0.01,296.0,0.0003776867763507,0.0003372088236233833,0.00041484875013869996,0.000417118178766875,0.0004308716345864,3.0819000684800812e-09,6.5064670554490875e-09,0.0,0.0,0.0
NP17,P,liq,MnO_liq,0.02,296.0,0.0007553736068679001,0.0006744176479422412,0.0008296977456017001,0.000834227930806825,0.0008617597463458,1.2327590059868498e-08,2.6025868052074757e-08,0.0,0.0,0.0
NP17,P,liq,MnO_liq,0.03,296.0,0.0011330604922869499,0.0010116264736544276,0.0012445469873476,0.0012513292571212,0.0012926643362116,2.7737076649997827e-08,5.855820350129224e-08,0.0,0.0,0.0
NP17,P,liq,Na2O_liq,0.01,296.0,0.03920532073949,0.036453544040954806,0.05037669441264775,0.0517031792313973,0.0569275558541928,0.000403449540725,0.0001629650799043233,0.0,0.0,0.0
NP17,P,liq,Na2O_liq,0.02,296.0,0.07817943176757611,0.07290820202732515,0.100752051660371,0.1036337086958141,0.1140731434667037,0.0016139956064268953,0.000651893855243203,0.0,0.0,0.0
NP17,P,liq,Na2O_liq,0.03,296.0,0.116912291686702,0.10937658856456652,0.15112489756216085,0.15579046851286435,0.1714356553166647,0.00363223093793815,0.0014668869989476459,0.0,0.0,0.0
NP17,P,liq,SiO2_liq,0.01,296.0,0.1416497317292249,0.14483847448309287,0.1673830449019142,0.1721669667038505,0.186658781596348,0.0007318909933102941,0.0010284302510259048,0.0,0.0,0.0
NP17,P,liq,SiO2_liq,0.02,296.0,0.28266958369292133,0.2897192984785134,0.3329419184980047,0.343263638065691,0.3764569889492,0.0029278634169803003,0.004114295442379641,0.0,0.0,0.0
NP17,P,liq,SiO2_liq,0.03,296.0,0.42376363247704685,0.43468486034854675,0.5008873592372471,0.5183679331593198,0.5694709696434996,0.006588815897396572,0.0092593196793404,0.0,0.0,0.0
NP17,P,liq,TiO2_liq,0.01,296.0,0.00135942460876665,0.0013175989736487774,0.0014905716488398,0.0015121716195377,0.0015849459738745,-5.183127578250015e-06,-9.435770740293864e-07,0.0,0.0,0.0
NP17,P,liq,TiO2_liq,0.02,296.0,0.0027188500373820004,0.0026352386241626185,0.0029811388439333498,0.003024241558079175,0.0031876665934564,-2.0735616380399978e-05,-3.7749139355232892e-06,0.0,0.0,0.0
NP17,P,liq,TiO2_liq,0.03,296.0,0.0040780742053096505,0.003952959676622428,0.0044717016291895,0.0045362243578921995,0.0048085253419998,-4.666679077344987e-05,-8.495828701910277e-06,0.0,0.0,0.0
Pet20,P,cpx,Al2O3_cpx,0.005,296.0,0.0114599999999995,0.01763301158301155,0.0464057142857141,0.0632307142857142,0.1286114285714275,0.0,0.0022377413127412835,0.0,0.0,0.0
Pet20,P,cpx,Al2O3_cpx,0.01,296.0,0.0199399999999996,0.029559218146718053,0.07125857142857225,0.08357357142857143,0.1573885714285721,0.0,0.005089662162162154,0.0,0.0,0.0
Pet20,P,cpx,CaO_cpx,0.005,295.0,0.0218142857142851,0.03347956416464882,0.07142857142857074,0.10607142857142769,0.260585714285714,0.0028542857142861,0.0015461210653753788,1.0,0.0,0.0
Pet20,P,cpx,CaO_cpx,0.01,292.0,0.04375142857142885,0.06673689823874734,0.16860714285714196,0.23127142857142854,0.3885114285714275,0.0038257142857149,0.012648933463796518,4.0,0.0,0.0
Pet20,P,cpx,Cr2O3_cpx,0.005,296.0,0.0,2.8947876447876354e-05,0.0,0.0,0.0057114285714288,0.0,-9.642857142858784e-06,0.0,0.0,278.0
Pet20,P,cpx,Cr2O3_cpx,0.01,296.0,0.0,2.8947876447876354e-05,0.0,0.0,0.0057114285714288,0.0,-9.642857142858784e-06,0.0,0.0,278.0
Pet20,P,cpx,FeO_cpx,0.005,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pet20,P,cpx,FeO_cpx,0.01,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pet20,P,cpx,K2O_cpx,0.005,296.0,0.0,0.00036750965250965646,0.0,0.0,0.019997142857143,0.0,-2.8571428571422266e-06,0.0,0.0,110.0
Pet20,P,cpx,K2O_cpx,0.01,296.0,0.0,0.0005724131274131284,0.0,0.002730000000000325,0.019997142857143,0.0,8.735521235520745e-05,0.0,0.0,110.0
Pet20,P,cpx,MgO_cpx,0.005,295.0,0.0,0.006075215239709422,0.015612000000000457,0.028168571428571123,0.0487400000000004,0.0,0.0008105179031477246,1.0,0.0,0.0
Pet20,P,cpx,MgO_cpx,0.01,294.0,0.0057142857142862,0.011270019307580122,0.04285428571428583,0.04871571428571471,0.057137142857143,0.0,0.000964596567055391,2.0,0.0,0.0
Pet20,P,cpx,MnO_cpx,0.005,296.0,0.0,0.0013078667953668106,0.0030257142857146,0.01147928571428575,0.0413714285714288,0.0,-0.0001505694980695039,0.0,0.0,0.0
Pet20,P,cpx,MnO_cpx,0.01,296.0,0.0,0.002412171814671814,0.0105271428571427,0.0142857142857142,0.0413714285714288,0.0,-0.00010645752895752317,0.0,0.0,0.0
Pet20,P,cpx,Na2O_cpx,0.005,296.0,0.00427285714285735,0.010809469111969134,0.0314357142857142,0.04574357142857185,0.0965914285714291,0.0,-0.00034230694980691244,0.0,0.0,0.0
Pet20,P,cpx,Na2O_cpx,0.01,296.0,0.008738571428571651,0.01638796332046336,0.04197000000000005,0.05169,0.1373800000000002,0.0,-0.0005809362934362354,0.0,0.0,0.0
Pet20,P,cpx,NiO_cpx,0.005,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Pet20,P,cpx,NiO_cpx,0.01,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Pet20,P,cpx,SiO2_cpx,0.005,292.0,0.02253857142857145,0.031693238358610515,0.0687342857142851,0.08682828571428525,0.3729285714285719,-0.001604285714285,0.001627270188356254,4.0,0.0,0.0
Pet20,P,cpx,SiO2_cpx,0.01,288.0,0.0472928571428572,0.056878888100198415,0.10726685714285773,0.1428722857142853,0.4041771428571428,-0.00018571428571419998,0.0035973412698413693,8.0,0.0,0.0
Pet20,P,cpx,TiO2_cpx,0.005,296.0,0.0,0.0029197104247104073,0.011628571428571051,0.0161678571428569,0.0429428571428562,0.0,-0.00032808880308879114,0.0,0.0,0.0
Pet20,P,cpx,TiO2_cpx,0.01,296.0,0.0,0.005277519305019297,0.0182842857142859,0.0261235714285719,0.0479685714285711,0.0,-0.0004946235521235379,0.0,0.0,0.0
Pet20,P,liq,Al2O3_liq,0.01,296.0,0.01642142857142835,0.022887470914575297,0.047188571428571746,0.06222571428571455,0.2111200000000002,0.0001085714285711,-0.000261100513996034,0.0,0.0,0.0
Pet20,P,liq,Al2O3_liq,0.02,296.0,0.02952857142857155,0.03889724877895757,0.07314857142857176,0.09173428571428592,0.4572800000000008,0.00248285714285715,-0.0017378474903474393,0.0,0.0,0.0
Pet20,P,liq,Al2O3_liq,0.03,296.0,0.0365142857142859,0.053631418535231686,0.10439857142857176,0.13427428571428557,0.6931371050000017,-3.142857142846012e-05,-0.005369855084459404,0.0,0.0,0.0
Pet20,P,liq,CaO_liq,0.01,296.0,0.0,0.0066561970390926345,0.02038287607142835,0.029842857142856973,0.0913828571428565,0.0,0.0009583785062741468,0.0,0.0,0.0
Pet20,P,liq,CaO_liq,0.02,296.0,0.00307428571428575,0.012742857398648612,0.03990857142857065,0.058059314107142775,0.1287171428571412,0.0,0.0004384172442085478,0.0,0.0,0.0
Pet20,P,liq,CaO_liq,0.03,296.0,0.00595857142857165,0.0163544306298262,0.04990714285714225,0.060415000000000024,0.1287171428571412,0.0,0.0008340638344595027,0.0,0.0,0.0
Pet20,P,liq,FeO_liq,0.01,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pet20,P,liq,FeO_liq,0.02,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pet20,P,liq,FeO_liq,0.03,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pet20,P,liq,K2O_liq,0.01,296.0,0.0,0.00921289575289575,0.02856857142857145,0.04567071428571438,0.0942828571428568,0.0,-0.00047445945945944634,0.0,0.0,0.0
Pet20,P,liq,K2O_liq,0.02,296.0,0.008571428571428,0.015850849420849387,0.0423971428571423,0.059849285714284925,0.0973114285714276,0.0,-0.0012844980694980087,0.0,0.0,0.0
Pet20,P,liq,K2O_liq,0.03,296.0,0.014570000000000801,0.022936554054054013,0.0571271428571429,0.07610999999999943,0.1112600000000005,0.0,-0.0016463996138995692,0.0,0.0,0.0
Pet20,P,liq,MgO_liq,0.01,296.0,0.0,0.0021584652509652217,0.0057114285714288,0.009697857142857175,0.0514285714285716,0.0,0.0002675386100386203,0.0,0.0,0.0
Pet20,P,liq,MgO_liq,0.02,296.0,0.0,0.0032785521235520667,0.008531428571429,0.0165285714285712,0.0514285714285716,0.0,0.0004952509652509879,0.0,0.0,0.0
Pet20,P,liq,MgO_liq,0.03,296.0,0.0,0.005423059845559794,0.015917142857142,0.0244685714285717,0.0588714285714297,0.0,0.0009585617760617999,0.0,0.0,0.0
Pet20,P,liq,MnO_liq,0.01,296.0,0.00266714285714315,0.00739259652509651,0.0219385714285711,0.0317007142857135,0.0628571428571422,0.0,3.3581081081104066e-05,0.0,0.0,0.0
Pet20,P,liq,MnO_liq,0.02,296.0,0.008571428571428199,0.012923050193050126,0.03225142857142815,0.048250714285714674,0.0909742857142852,0.0,0.0004325096525096713,0.0,0.0,0.0
Pet20,P,liq,MnO_liq,0.03,296.0,0.0119700000000002,0.01743915057915053,0.041222857142857006,0.054193571428570994,0.0825285714285701,0.0,-0.0002647876447876211,0.0,0.0,0.0
Pet20,P,liq,Na2O_liq,0.01,296.0,0.0203771428571437,0.029484034493243234,0.06775714285714285,0.08757428571428601,0.1315314285714288,0.0050928571428569495,0.004769092408301211,0.0,0.0,0.0
Pet20,P,liq,Na2O_liq,0.02,296.0,0.049504285714286195,0.0546163994860039,0.10320571428571475,0.126957142857143,0.2346371428571414,0.01265000000000065,0.010126476706081196,0.0,0.0,0.0
Pet20,P,liq,Na2O_liq,0.03,296.0,0.07480428571428585,0.07694656332287649,0.13755999999999965,0.15855071428571388,0.2403485714285702,0.0265785714285713,0.01869272213561782,0.0,0.0,0.0
Pet20,P,liq,SiO2_liq,0.01,296.0,0.01693857142857165,0.028003011455115804,0.07162571428571415,0.0914721428571421,0.2057314285714291,-0.0008814285714291,-0.0007920462041505295,0.0,0.0,0.0
Pet20,P,liq,SiO2_liq,0.02,296.0,0.0315128571428564,0.04452704633204633,0.10455000000000031,0.14352714285714382,0.2275200000000019,0.0023885714285718,0.001537084942084959,0.0,0.0,0.0
Pet20,P,liq,SiO2_liq,0.03,296.0,0.042085714285714254,0.06042177618967183,0.14595857142857135,0.1711271428571426,0.3138200000000015,0.0015542857142865,0.0046032045053088794,0.0,0.0,0.0
Pet20,P,liq,TiO2_liq,0.01,296.0,0.0,0.00277350386100383,0.0085714285714288,0.014285714285713525,0.0428542857142861,0.0,-0.0004783108108107969,0.0,0.0,0.0
Pet20,P,liq,TiO2_liq,0.02,296.0,0.0001142857142859,0.004915945945945892,0.01452,0.022857142857141525,0.0431742857142856,0.0,-0.0004859266409266412,0.0,0.0,0.0
Pet20,P,liq,TiO2_liq,0.03,296.0,0.0028257142857141503,0.006190164092664023,0.0169771428571428,0.0228571428571422,0.0571400000000021,0.0,-0.0005346621621621573,0.0,0.0,0.0
Pet20,T,cpx,Al2O3_cpx,0.005,296.0,0.0490909090908644,0.12718980343979377,0.3590909090906962,0.45454545454532536,1.6709090909089357,0.0,-0.0011824324324282843,0.0,0.0,0.0
Pet20,T,cpx,Al2O3_cpx,0.01,296.0,0.1272727272730662,0.22418611793611298,0.5163636363636215,0.77909090909111,2.145454545454413,0.0,0.02019963144961692,0.0,0.0,0.0
Pet20,T,cpx,CaO_cpx,0.005,295.0,0.089090909090828,0.14069337442219335,0.3690909090910283,0.5390909090908736,1.0418181818181438,0.0,0.02859476117104103,1.0,0.0,0.0
Pet20,T,cpx,CaO_cpx,0.01,292.0,0.1272727272727252,0.23222602739727488,0.5634545454544878,0.8289090909090191,2.401818181818271,0.0363636363636032,0.06977272727272456,4.0,0.0,0.0
Pet20,T,cpx,Cr2O3_cpx,0.005,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0
Pet20,T,cpx,Cr2O3_cpx,0.01,296.0,0.0,0.00021498771498751926,0.0,0.0,0.0636363636363057,0.0,-0.00021498771498751926,0.0,0.0,278.0
Pet20,T,cpx,FeO_cpx,0.005,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pet20,T,cpx,FeO_cpx,0.01,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pet20,T,cpx,K2O_cpx,0.005,296.0,0.0,0.015881449631449013,0.0,0.0568181818182438,0.7272727272729753,0.0,0.003989557739558719,0.0,0.0,110.0
Pet20,T,cpx,K2O_cpx,0.01,296.0,0.0,0.0391492628992634,0.1090909090908098,0.3422727272724159,0.9636363636363968,0.0,0.010648034398034698,0.0,0.0,110.0
Pet20,T,cpx,MgO_cpx,0.005,295.0,0.1090909090910372,0.1557349768875094,0.3636363636363967,0.42363636363611473,0.7363636363638761,0.0,-0.016548536209557378,1.0,0.0,0.0
Pet20,T,cpx,MgO_cpx,0.01,294.0,0.20000000000004545,0.2415739022881887,0.5030909090909063,0.6274999999997358,1.199999999999818,0.0,-0.01783858998143786,2.0,0.0,0.0
Pet20,T,cpx,MnO_cpx,0.005,296.0,0.0,0.10037162162162636,0.30181818181836206,0.45454545454515477,0.9272727272727934,0.0,-0.010912162162165296,0.0,0.0,0.0
Pet20,T,cpx,MnO_cpx,0.01,296.0,0.10500000000001815,0.17255835380835433,0.4536363636362921,0.5790909090908372,1.2799999999999727,0.0,-0.010795454545462395,0.0,0.0,0.0
Pet20,T,cpx,Na2O_cpx,0.005,296.0,0.0,0.05983108108107657,0.202272727272657,0.3454545454543449,0.5454545454545041,0.0,-0.010918304668290893,0.0,0.0,0.0
Pet20,T,cpx,Na2O_cpx,0.01,296.0,0.028181818181792502,0.10020884520883931,0.3204545454544814,0.42431818181808006,1.1163636363635303,0.0,-0.017082309582297887,0.0,0.0,0.0
Pet20,T,cpx,NiO_cpx,0.005,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Pet20,T,cpx,NiO_cpx,0.01,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Pet20,T,cpx,SiO2_cpx,0.005,292.0,0.17272727272734295,0.2601183063511871,0.5909090909090082,0.8186363636362776,1.7454545454545496,0.00181818181818015,0.009763387297641339,4.0,0.0,0.0
Pet20,T,cpx,SiO2_cpx,0.01,288.0,0.3018181818181347,0.4325568181818369,0.9854545454545588,1.372727272727309,2.6363636363635123,0.0536363636363148,-0.00606691919192947,8.0,0.0,0.0
Pet20,T,cpx,TiO2_cpx,0.005,296.0,0.0,0.06068796068795312,0.24090909090887175,0.3681818181818243,0.690909090909372,0.0,-0.01268427518428055,0.0,0.0,0.0
Pet20,T,cpx,TiO2_cpx,0.01,296.0,0.0272727272727024,0.12110872235871438,0.3636363636364876,0.5,1.1454545454546403,0.0,-0.019597665847661084,0.0,0.0,0.0
Pet20,T,liq,Al2O3_liq,0.01,296.0,0.14272727272737024,0.18901904176904222,0.48090909090910827,0.5990909090908758,0.8527272727274067,0.0,0.008269656019653415,0.0,0.0,0.0
Pet20,T,liq,Al2O3_liq,0.02,296.0,0.2181818181819608,0.3063366093366175,0.6759090909090446,0.8963636363637306,1.3381818181819654,-0.0454545454545041,-0.03228132678133637,0.0,0.0,0.0
Pet20,T,liq,Al2O3_liq,0.03,296.0,0.33363636363628757,0.4049158476658549,0.8099999999998317,1.0559090909093813,1.860000000000128,-0.1354545454544222,-0.11294287469287821,0.0,0.0,0.0
Pet20,T,liq,CaO_liq,0.01,296.0,0.45590909090878995,0.6334269041768982,1.5463636363635942,1.8629545454543857,2.7836363636365604,0.0,-0.03269348894350299,0.0,0.0,0.0
Pet20,T,liq,CaO_liq,0.02,296.0,0.9600000000000364,1.18540601965601,2.6331818181815834,2.9413636363636897,4.205454545454359,-0.028181818181792502,-0.09364680589680645,0.0,0.0,0.0
Pet20,T,liq,CaO_liq,0.03,296.0,1.4068181818183803,1.73235565110565,3.5331818181819017,4.373636363636479,6.154909090909314,0.0,-0.1308003685503701,0.0,0.0,0.0
Pet20,T,liq,FeO_liq,0.01,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pet20,T,liq,FeO_liq,0.02,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pet20,T,liq,FeO_liq,0.03,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pet20,T,liq,K2O_liq,0.01,296.0,0.0,0.07562960687960954,0.2636363636365786,0.35681818181825514,0.6727272727271156,0.0,-0.00151412776412101,0.0,0.0,0.0
Pet20,T,liq,K2O_liq,0.02,296.0,0.055454545454608706,0.1418212530712562,0.39545454545452685,0.5545454545454049,0.7999999999999545,0.0,0.002103808353804904,0.0,0.0,0.0
Pet20,T,liq,K2O_liq,0.03,296.0,0.1272727272727252,0.20303439803440465,0.5318181818181529,0.6727272727271156,1.054545454545405,0.0,0.00950245700245681,0.0,0.0,0.0
Pet20,T,liq,MgO_liq,0.01,296.0,0.49727272727272975,0.6155448402948344,1.3040909090909736,1.5456818181819472,2.681818181818471,-0.00636363636363055,-0.010173832923847407,0.0,0.0,0.0
Pet20,T,liq,MgO_liq,0.02,296.0,1.0568181818180165,1.1406197788697752,2.3045454545456323,2.640909090909304,3.50181818181818,-0.1338181818180146,-0.06753746928747262,0.0,0.0,0.0
Pet20,T,liq,MgO_liq,0.03,296.0,1.4454545454544814,1.608037469287476,3.2913636363637124,3.5720454545452185,4.567272727272666,-0.2172727272726433,-0.08619103194103551,0.0,0.0,0.0
Pet20,T,liq,MnO_liq,0.01,296.0,0.0363636363636032,0.08851658476657721,0.2727272727270247,0.334545454545605,0.9227272727275704,0.0,-0.006305282555276056,0.0,0.0,0.0
Pet20,T,liq,MnO_liq,0.02,296.0,0.0909090909090082,0.1550061425061252,0.36818181818193807,0.5095454545454459,0.9590909090907188,0.0,-0.017285012285014233,0.0,0.0,0.0
Pet20,T,liq,MnO_liq,0.03,296.0,0.136363636363626,0.20559582309581892,0.5163636363636215,0.5622727272726706,0.9818181818181984,0.0,-0.026529484029481402,0.0,0.0,0.0
Pet20,T,liq,Na2O_liq,0.01,296.0,0.084545454545605,0.13526719901719506,0.3809090909091992,0.4618181818182165,0.7745454545456596,0.0,-0.010039926289922538,0.0,0.0,0.0
Pet20,T,liq,Na2O_liq,0.02,296.0,0.18136363636358505,0.22043550368551076,0.48090909090910827,0.5652272727271566,1.0254545454545223,-0.02636363636361235,-0.04271560196560291,0.0,0.0,0.0
Pet20,T,liq,Na2O_liq,0.03,296.0,0.2172727272726433,0.2716848894348846,0.6099999999999,0.7431818181820518,1.3036363636365422,-0.0727272727272065,-0.08622420147420863,0.0,0.0,0.0
Pet20,T,liq,SiO2_liq,0.01,296.0,0.4645454545454868,0.5595055282555282,1.236363636363535,1.554090909091087,2.5509090909090446,-0.0218181818181619,-0.046870393120402344,0.0,0.0,0.0
Pet20,T,liq,SiO2_liq,0.02,296.0,0.7263636363635442,1.0301719901719892,2.582272727272766,2.924772727272625,3.9836363636363785,-0.0618181818183529,-0.07183660933660738,0.0,0.0,0.0
Pet20,T,liq,SiO2_liq,0.03,296.0,1.1909090909091447,1.552340909090925,3.518181818181745,4.143181818182029,6.114545454545578,-0.05272727272722475,-0.1278065110565102,0.0,0.0,0.0
Pet20,T,liq,TiO2_liq,0.01,296.0,0.3272727272728843,0.467638206388207,1.0863636363638989,1.3740909090906255,2.2363636363636488,0.0,0.006164004914010446,0.0,0.0,0.0
Pet20,T,liq,TiO2_liq,0.02,296.0,0.7454545454545496,0.8994348894348864,1.738181818181829,2.1163636363635874,4.570909090909026,0.049999999999954456,0.009496314496324295,0.0,0.0,0.0
Pet20,T,liq,TiO2_liq,0.03,296.0,1.105454545454677,1.3269871007371006,2.4390909090909645,3.0422727272728594,5.698181818181865,0.0181818181818016,0.03341830466831268,0.0,0.0,0.0
Pu08_31,P,cpx,Al2O3_cpx,0.005,44.0,0.00535529129790995,0.014269682571649426,0.01423275492075998,0.031801937378289014,0.1903717837721785,4.3422365108050013e-05,0.0008683102276224228,0.0,0.0,0.0
Pu08_31,P,cpx,Al2O3_cpx,0.01,44.0,0.010710242871651149,0.029186952731657834,0.02847191302716747,0.06517436590445957,0.4336767247438082,0.00017372783118930004,0.0036494418861913497,0.0,0.0,0.0
Pu08_31,P,cpx,CaO_cpx,0.005,43.0,0.0275279169428603,0.0750056053578898,0.17660583117418455,0.2608818219137297,0.848370176931823,0.0004334685469942,-0.010136339509372188,1.0,0.0,0.0
Pu08_31,P,cpx,CaO_cpx,0.01,42.0,0.061996511403815846,0.16017845601358624,0.4273969686623655,0.5399970469340075,1.5255313255921692,0.0027237315608834,0.019463000162737776,4.0,0.0,0.0
Pu08_31,P,cpx,Cr2O3_cpx,0.005,44.0,0.0,8.870402880909657e-08,0.0,1.376696310728676e-07,1.8138662873923293e-06,0.0,2.150320325836142e-12,0.0,0.0,278.0
Pu08_31,P,cpx,Cr2O3_cpx,0.01,44.0,0.0,1.77408056689643e-07,0.0,2.7533932973611285e-07,3.627827030783237e-06,0.0,8.599706805253762e-12,0.0,0.0,278.0
Pu08_31,P,cpx,FeO_cpx,0.005,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pu08_31,P,cpx,FeO_cpx,0.01,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pu08_31,P,cpx,K2O_cpx,0.005,44.0,2.0759964503014322e-07,7.682219977287666e-06,2.378748607902992e-05,2.771716907163935e-05,9.34413210096352e-05,0.0,3.195097116174985e-10,0.0,0.0,110.0
Pu08_31,P,cpx,K2O_cpx,0.01,44.0,4.1520088345237127e-07,1.5364440056593728e-05,4.7575310710357146e-05,5.5435547901261375e-05,0.0001868923426009,0.0,1.2780157933132872e-09,0.0,0.0,110.0
Pu08_31,P,cpx,MgO_cpx,0.005,44.0,0.0461436400099,0.08044530793707896,0.1060921483467815,0.17660063820718244,0.9435339074432784,1.3733794762750117e-05,0.012549421586064811,1.0,0.0,0.0
Pu08_31,P,cpx,MgO_cpx,0.01,43.0,0.0902689704201353,0.11801024673511076,0.21361284046428902,0.27954844681296037,0.7930528437800035,-0.0096960101869036,-0.01049208817456557,2.0,0.0,0.0
Pu08_31,P,cpx,MnO_cpx,0.005,44.0,7.334690185343122e-05,0.0003803312803726739,0.00069445615487883,0.0012421596526487949,0.0041729562709029,3.8445024941324846e-08,5.821022000982179e-07,0.0,0.0,0.0
Pu08_31,P,cpx,MnO_cpx,0.01,44.0,0.0001466826739146931,0.0007606707423288189,0.001389348569409,0.002485939628142645,0.0083653363755651,1.5378011042344042e-07,2.3284586896570322e-06,0.0,0.0,0.0
Pu08_31,P,cpx,Na2O_cpx,0.005,44.0,0.0311960147062997,0.03320066481542366,0.03395479640743996,0.03772171127813182,0.0674401236181516,-5.980085286605083e-05,-2.297902308555043e-05,0.0,0.0,0.0
Pu08_31,P,cpx,Na2O_cpx,0.01,44.0,0.062316765419637904,0.0664097515559997,0.06799007300987084,0.07545865470720797,0.1366697825430023,-0.00023921176713414746,-9.149044565504548e-05,0.0,0.0,0.0
Pu08_31,P,cpx,NiO_cpx,0.005,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Pu08_31,P,cpx,NiO_cpx,0.01,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Pu08_31,P,cpx,SiO2_cpx,0.005,43.0,0.01055151136533,0.07626505874837206,0.10173207764670092,0.2014191549649104,1.5883184247296498,0.0002936561501662,0.026654653290422194,4.0,0.0,0.0
Pu08_31,P,cpx,SiO2_cpx,0.01,42.0,0.0188683122108477,0.07690236758712392,0.20350716222261842,0.2811646880185466,0.8792864590890446,-0.0005840616715948499,-0.00970799525657242,8.0,0.0,0.0
